Sample ID (Collaborator)	Sex	Population name	Superpopulation name	Population description	Sample ID (Illumina)	Sample ID (SGDP)
HG01812	female	Dai	East Asia	Dai in China	NA	NA
HG02353	male	Dai	East Asia	Dai in China	NA	NA
HG02360	male	Dai	East Asia	Dai in China	NA	NA
HG02373	male	Dai	East Asia	Dai in China	NA	NA
HG02380	male	Dai	East Asia	Dai in China	NA	NA
HG02385	male	Dai	East Asia	Dai in China	NA	NA
HG02392	male	Dai	East Asia	Dai in China	NA	NA
HG02151	female	Dai	East Asia	Dai in China	NA	NA
HG02397	male	Dai	East Asia	Dai in China	NA	NA
HG02156	female	Dai	East Asia	Dai in China	NA	NA
HG02182	female	Dai	East Asia	Dai in China	NA	NA
HG02187	female	Dai	East Asia	Dai in China	NA	NA
HG02384	male	Dai	East Asia	Dai in China	NA	NA
HG02389	male	Dai	East Asia	Dai in China	NA	NA
HG02391	male	Dai	East Asia	Dai in China	NA	NA
HG02396	male	Dai	East Asia	Dai in China	NA	NA
HG02409	male	Dai	East Asia	Dai in China	NA	NA
HG00844	male	Dai	East Asia	Dai in China	NA	NA
HG00851	female	Dai	East Asia	Dai in China	NA	NA
HG01028	male	Dai	East Asia	Dai in China	NA	NA
HG01794	female	Dai	East Asia	Dai in China	NA	NA
HG01799	female	Dai	East Asia	Dai in China	NA	NA
HG01802	female	Dai	East Asia	Dai in China	NA	NA
HG01807	female	Dai	East Asia	Dai in China	NA	NA
HG01796	female	Dai	East Asia	Dai in China	NA	NA
HG01804	female	Dai	East Asia	Dai in China	NA	NA
HG01809	female	Dai	East Asia	Dai in China	NA	NA
HG01811	male	Dai	East Asia	Dai in China	NA	NA
HG01816	male	Dai	East Asia	Dai in China	NA	NA
HG02355	male	Dai	East Asia	Dai in China	NA	NA
HG02367	male	Dai	East Asia	Dai in China	NA	NA
HG02374	male	Dai	East Asia	Dai in China	NA	NA
HG02379	male	Dai	East Asia	Dai in China	NA	NA
HG02184	female	Dai	East Asia	Dai in China	NA	NA
HG02181	female	Dai	East Asia	Dai in China	NA	NA
HG02386	male	Dai	East Asia	Dai in China	NA	NA
HG02186	female	Dai	East Asia	Dai in China	NA	NA
HG02398	male	Dai	East Asia	Dai in China	NA	NA
HG02401	male	Dai	East Asia	Dai in China	NA	NA
HG02406	male	Dai	East Asia	Dai in China	NA	NA
HG02153	female	Dai	East Asia	Dai in China	NA	NA
HG02155	female	Dai	East Asia	Dai in China	NA	NA
HG02165	female	Dai	East Asia	Dai in China	NA	NA
HG02179	female	Dai	East Asia	Dai in China	NA	NA
HG02364	male	Dai	East Asia	Dai in China	NA	NA
HG02371	male	Dai	East Asia	Dai in China	NA	NA
HG01029	female	Dai	East Asia	Dai in China	NA	NA
HG01031	male	Dai	East Asia	Dai in China	NA	NA
HG00759	female	Dai	East Asia	Dai in China	NA	NA
HG00766	female	Dai	East Asia	Dai in China	NA	NA
HG00867	female	Dai	East Asia	Dai in China	NA	NA
HG00879	female	Dai	East Asia	Dai in China	NA	NA
HG00881	male	Dai	East Asia	Dai in China	NA	NA
HG02408	male	Dai	East Asia	Dai in China	NA	NA
HG00956	female	Dai	East Asia	Dai in China	NA	NA
HG02410	male	Dai	East Asia	Dai in China	NA	NA
HG00982	male	Dai	East Asia	Dai in China	NA	NA
HG02383	male	Dai	East Asia	Dai in China	NA	NA
HG02390	male	Dai	East Asia	Dai in China	NA	NA
HG02395	male	Dai	East Asia	Dai in China	NA	NA
HG01795	female	Dai	East Asia	Dai in China	NA	NA
HG01808	female	Dai	East Asia	Dai in China	NA	NA
HG01810	male	Dai	East Asia	Dai in China	NA	NA
HG01815	female	Dai	East Asia	Dai in China	NA	NA
HG02250	male	Dai	East Asia	Dai in China	NA	NA
HG02154	female	Dai	East Asia	Dai in China	NA	NA
HG02166	female	Dai	East Asia	Dai in China	NA	NA
HG02178	female	Dai	East Asia	Dai in China	NA	NA
HG02180	female	Dai	East Asia	Dai in China	NA	NA
HG02185	female	Dai	East Asia	Dai in China	NA	NA
HG02351	male	Dai	East Asia	Dai in China	NA	NA
HG02356	male	Dai	East Asia	Dai in China	NA	NA
HG02375	male	Dai	East Asia	Dai in China	NA	NA
HG02382	male	Dai	East Asia	Dai in China	NA	NA
HG02394	male	Dai	East Asia	Dai in China	NA	NA
HG02399	male	Dai	East Asia	Dai in China	NA	NA
HG02402	male	Dai	East Asia	Dai in China	NA	NA
HG02407	male	Dai	East Asia	Dai in China	NA	NA
HGDP01217	male	Daur	East Asia	Daur in China	NA	NA
HGDP01216	male	Daur	East Asia	Daur in China	NA	NA
HGDP01218	male	Daur	East Asia	Daur in China	NA	NA
HGDP01220	male	Daur	East Asia	Daur in China	NA	NA
HGDP01213	male	Daur	East Asia	Daur in China	NA	NA
HGDP01222	female	Daur	East Asia	Daur in China	NA	NA
HGDP01219	female	Daur	East Asia	Daur in China	NA	NA
HGDP01221	male	Daur	East Asia	Daur in China	NA	NA
HGDP01214	male	Daur	East Asia	Daur in China	NA	NA
HGDP01215	female	Daur	East Asia	Daur in China	LP6005441-DNA_F04	S_Daur-2
DNK11	male	Dinka	Africa	Dinka in Sudan	LP6005443-DNA_B09	S_Dinka-2
DNK05	male	Dinka	Africa	Dinka in Sudan	LP6005443-DNA_H08	S_Dinka-1
DNK07	male	Dinka	Africa	Dinka in Sudan	SS6004480	B_Dinka-3
HGDP00562	male	Druze	Middle East	Druze in Carmel, Israel	NA	NA
HGDP00598	male	Druze	Middle East	Druze in Carmel, Israel	NA	NA
HGDP00601	female	Druze	Middle East	Druze in Carmel, Israel	NA	NA
HGDP00606	female	Druze	Middle East	Druze in Carmel, Israel	NA	NA
HGDP00567	female	Druze	Middle East	Druze in Carmel, Israel	NA	NA
HGDP00574	female	Druze	Middle East	Druze in Carmel, Israel	NA	NA
HGDP00579	female	Druze	Middle East	Druze in Carmel, Israel	NA	NA
HGDP00581	female	Druze	Middle East	Druze in Carmel, Israel	NA	NA
HGDP00586	female	Druze	Middle East	Druze in Carmel, Israel	NA	NA
HGDP00559	female	Druze	Middle East	Druze in Carmel, Israel	NA	NA
HGDP00561	female	Druze	Middle East	Druze in Carmel, Israel	NA	NA
HGDP00566	female	Druze	Middle East	Druze in Carmel, Israel	NA	NA
HGDP00573	female	Druze	Middle East	Druze in Carmel, Israel	NA	NA
HGDP00578	female	Druze	Middle East	Druze in Carmel, Israel	NA	NA
HGDP00580	male	Druze	Middle East	Druze in Carmel, Israel	NA	NA
HGDP00600	male	Druze	Middle East	Druze in Carmel, Israel	NA	NA
HGDP00563	female	Druze	Middle East	Druze in Carmel, Israel	NA	NA
HGDP00568	female	Druze	Middle East	Druze in Carmel, Israel	NA	NA
HGDP00602	male	Druze	Middle East	Druze in Carmel, Israel	NA	NA
HGDP00575	female	Druze	Middle East	Druze in Carmel, Israel	NA	NA
HGDP00582	female	Druze	Middle East	Druze in Carmel, Israel	NA	NA
HGDP00587	female	Druze	Middle East	Druze in Carmel, Israel	NA	NA
HGDP00594	male	Druze	Middle East	Druze in Carmel, Israel	NA	NA
HGDP00599	male	Druze	Middle East	Druze in Carmel, Israel	NA	NA
HGDP00558	female	Druze	Middle East	Druze in Carmel, Israel	NA	NA
HGDP00560	female	Druze	Middle East	Druze in Carmel, Israel	NA	NA
HGDP00565	female	Druze	Middle East	Druze in Carmel, Israel	NA	NA
HGDP00604	male	Druze	Middle East	Druze in Carmel, Israel	NA	NA
HGDP00572	female	Druze	Middle East	Druze in Carmel, Israel	NA	NA
HGDP00577	female	Druze	Middle East	Druze in Carmel, Israel	NA	NA
HGDP00584	female	Druze	Middle East	Druze in Carmel, Israel	NA	NA
HGDP00591	female	Druze	Middle East	Druze in Carmel, Israel	NA	NA
HGDP00576	male	Druze	Middle East	Druze in Carmel, Israel	NA	NA
HGDP00583	female	Druze	Middle East	Druze in Carmel, Israel	NA	NA
HGDP00588	male	Druze	Middle East	Druze in Carmel, Israel	NA	NA
HGDP00590	female	Druze	Middle East	Druze in Carmel, Israel	NA	NA
HGDP00595	male	Druze	Middle East	Druze in Carmel, Israel	NA	NA
HGDP00557	female	Druze	Middle East	Druze in Carmel, Israel	NA	NA
HGDP00564	female	Druze	Middle East	Druze in Carmel, Israel	NA	NA
HGDP00571	female	Druze	Middle East	Druze in Carmel, Israel	NA	NA
HGDP00597	male	Druze	Middle East	Druze in Carmel, Israel	LP6005441-DNA_G04	S_Druze-2
HGDP00569	female	Druze	Middle East	Druze in Carmel, Israel	LP6005443-DNA_D01	S_Druze-1
Dus16	female	Dusun	Oceania	Dusun in Brunei	LP6005519-DNA_E06	S_Dusun-2
Dus22	female	Dusun	Oceania	Dusun in Brunei	LP6005519-DNA_F06	S_Dusun-1
HG02943	female	Esan	Africa	Esan in Nigeria	LP6005442-DNA_B10	S_Esan-2
HG03100	male	Esan	Africa	Esan in Nigeria	LP6005442-DNA_A10	S_Esan-1
HG02924	male	Esan	Africa	Esan in Nigeria	NA	NA
HG02943	female	Esan	Africa	Esan in Nigeria	LP6005442-DNA_B10	S_Esan-2
HG02979	female	Esan	Africa	Esan in Nigeria	NA	NA
HG02981	male	Esan	Africa	Esan in Nigeria	NA	NA
HG03100	male	Esan	Africa	Esan in Nigeria	LP6005442-DNA_A10	S_Esan-1
HG03105	female	Esan	Africa	Esan in Nigeria	NA	NA
HG03268	male	Esan	Africa	Esan in Nigeria	NA	NA
HG03270	female	Esan	Africa	Esan in Nigeria	NA	NA
HG02923	male	Esan	Africa	Esan in Nigeria	NA	NA
HG03112	male	Esan	Africa	Esan in Nigeria	NA	NA
HG03117	female	Esan	Africa	Esan in Nigeria	NA	NA
HG03124	male	Esan	Africa	Esan in Nigeria	NA	NA
HG03129	female	Esan	Africa	Esan in Nigeria	NA	NA
HG03131	male	Esan	Africa	Esan in Nigeria	NA	NA
HG03193	male	Esan	Africa	Esan in Nigeria	NA	NA
HG03198	female	Esan	Africa	Esan in Nigeria	NA	NA
HG03136	male	Esan	Africa	Esan in Nigeria	NA	NA
HG03162	female	Esan	Africa	Esan in Nigeria	NA	NA
HG02948	male	Esan	Africa	Esan in Nigeria	NA	NA
HG02974	female	Esan	Africa	Esan in Nigeria	NA	NA
HG03369	female	Esan	Africa	Esan in Nigeria	NA	NA
HG03371	male	Esan	Africa	Esan in Nigeria	NA	NA
HG02978	female	Esan	Africa	Esan in Nigeria	NA	NA
HG02980	male	Esan	Africa	Esan in Nigeria	NA	NA
HG03511	female	Esan	Africa	Esan in Nigeria	NA	NA
HG03516	female	Esan	Africa	Esan in Nigeria	NA	NA
HG03128	male	Esan	Africa	Esan in Nigeria	NA	NA
HG03130	male	Esan	Africa	Esan in Nigeria	NA	NA
HG03135	female	Esan	Africa	Esan in Nigeria	NA	NA
HG03159	female	Esan	Africa	Esan in Nigeria	NA	NA
HG03161	male	Esan	Africa	Esan in Nigeria	NA	NA
HG03109	male	Esan	Africa	Esan in Nigeria	NA	NA
HG03111	female	Esan	Africa	Esan in Nigeria	NA	NA
HG03116	female	Esan	Africa	Esan in Nigeria	NA	NA
HG03123	female	Esan	Africa	Esan in Nigeria	NA	NA
HG02947	male	Esan	Africa	Esan in Nigeria	NA	NA
HG02954	male	Esan	Africa	Esan in Nigeria	NA	NA
HG02966	male	Esan	Africa	Esan in Nigeria	NA	NA
HG02973	male	Esan	Africa	Esan in Nigeria	NA	NA
HG03166	male	Esan	Africa	Esan in Nigeria	NA	NA
HG03197	male	Esan	Africa	Esan in Nigeria	NA	NA
HG03200	female	Esan	Africa	Esan in Nigeria	NA	NA
HG03294	female	Esan	Africa	Esan in Nigeria	NA	NA
HG03515	male	Esan	Africa	Esan in Nigeria	NA	NA
HG03299	male	Esan	Africa	Esan in Nigeria	NA	NA
HG03522	female	Esan	Africa	Esan in Nigeria	NA	NA
HG03302	male	Esan	Africa	Esan in Nigeria	NA	NA
HG03307	male	Esan	Africa	Esan in Nigeria	NA	NA
HG03314	male	Esan	Africa	Esan in Nigeria	NA	NA
HG03352	male	Esan	Africa	Esan in Nigeria	NA	NA
HG03267	female	Esan	Africa	Esan in Nigeria	NA	NA
HG03279	female	Esan	Africa	Esan in Nigeria	NA	NA
HG03298	male	Esan	Africa	Esan in Nigeria	NA	NA
HG03301	male	Esan	Africa	Esan in Nigeria	NA	NA
HG03363	female	Esan	Africa	Esan in Nigeria	NA	NA
HG03368	male	Esan	Africa	Esan in Nigeria	NA	NA
HG03370	male	Esan	Africa	Esan in Nigeria	NA	NA
HG03306	female	Esan	Africa	Esan in Nigeria	NA	NA
HG03313	male	Esan	Africa	Esan in Nigeria	NA	NA
HG03344	male	Esan	Africa	Esan in Nigeria	NA	NA
HG03351	female	Esan	Africa	Esan in Nigeria	NA	NA
HG02944	male	Esan	Africa	Esan in Nigeria	NA	NA
HG03101	male	Esan	Africa	Esan in Nigeria	NA	NA
HG03168	female	Esan	Africa	Esan in Nigeria	NA	NA
HG03170	male	Esan	Africa	Esan in Nigeria	NA	NA
HG03175	male	Esan	Africa	Esan in Nigeria	NA	NA
HG03199	male	Esan	Africa	Esan in Nigeria	NA	NA
HG02922	female	Esan	Africa	Esan in Nigeria	NA	NA
HG03202	male	Esan	Africa	Esan in Nigeria	NA	NA
HG03113	female	Esan	Africa	Esan in Nigeria	NA	NA
HG02941	male	Esan	Africa	Esan in Nigeria	NA	NA
HG03118	male	Esan	Africa	Esan in Nigeria	NA	NA
HG03120	male	Esan	Africa	Esan in Nigeria	NA	NA
HG03125	female	Esan	Africa	Esan in Nigeria	NA	NA
HG03132	female	Esan	Africa	Esan in Nigeria	NA	NA
HG03137	male	Esan	Africa	Esan in Nigeria	NA	NA
HG03163	male	Esan	Africa	Esan in Nigeria	NA	NA
HG02968	male	Esan	Africa	Esan in Nigeria	NA	NA
HG02970	female	Esan	Africa	Esan in Nigeria	NA	NA
HG02975	male	Esan	Africa	Esan in Nigeria	NA	NA
HG03172	male	Esan	Africa	Esan in Nigeria	NA	NA
HG03189	female	Esan	Africa	Esan in Nigeria	NA	NA
HG03191	male	Esan	Africa	Esan in Nigeria	NA	NA
HG03196	male	Esan	Africa	Esan in Nigeria	NA	NA
HG02946	female	Esan	Africa	Esan in Nigeria	NA	NA
HG02953	male	Esan	Africa	Esan in Nigeria	NA	NA
HG02965	male	Esan	Africa	Esan in Nigeria	NA	NA
HG02972	male	Esan	Africa	Esan in Nigeria	NA	NA
HG02977	male	Esan	Africa	Esan in Nigeria	NA	NA
HG03517	female	Esan	Africa	Esan in Nigeria	NA	NA
HG03103	male	Esan	Africa	Esan in Nigeria	NA	NA
HG03372	female	Esan	Africa	Esan in Nigeria	NA	NA
HG03108	female	Esan	Africa	Esan in Nigeria	NA	NA
HG03110	female	Esan	Africa	Esan in Nigeria	NA	NA
HG03115	male	Esan	Africa	Esan in Nigeria	NA	NA
HG03269	male	Esan	Africa	Esan in Nigeria	NA	NA
HG03122	male	Esan	Africa	Esan in Nigeria	NA	NA
HG03271	male	Esan	Africa	Esan in Nigeria	NA	NA
HG03127	male	Esan	Africa	Esan in Nigeria	NA	NA
HG03295	male	Esan	Africa	Esan in Nigeria	NA	NA
HG03134	male	Esan	Africa	Esan in Nigeria	NA	NA
HG03303	female	Esan	Africa	Esan in Nigeria	NA	NA
HG03139	male	Esan	Africa	Esan in Nigeria	NA	NA
HG03160	male	Esan	Africa	Esan in Nigeria	NA	NA
HG03308	male	Esan	Africa	Esan in Nigeria	NA	NA
HG03310	female	Esan	Africa	Esan in Nigeria	NA	NA
HG03499	female	Esan	Africa	Esan in Nigeria	NA	NA
HG03514	female	Esan	Africa	Esan in Nigeria	NA	NA
HG03519	male	Esan	Africa	Esan in Nigeria	NA	NA
HG03521	male	Esan	Africa	Esan in Nigeria	NA	NA
HG03374	female	Esan	Africa	Esan in Nigeria	NA	NA
HG03312	female	Esan	Africa	Esan in Nigeria	NA	NA
HG03343	male	Esan	Africa	Esan in Nigeria	NA	NA
HG03350	male	Esan	Africa	Esan in Nigeria	NA	NA
HG03367	male	Esan	Africa	Esan in Nigeria	NA	NA
HG03280	male	Esan	Africa	Esan in Nigeria	NA	NA
HG03297	female	Esan	Africa	Esan in Nigeria	NA	NA
HG03300	female	Esan	Africa	Esan in Nigeria	NA	NA
HG03305	female	Esan	Africa	Esan in Nigeria	NA	NA
HG02938	male	Esan	Africa	Esan in Nigeria	NA	NA
HG02945	female	Esan	Africa	Esan in Nigeria	NA	NA
HG03114	female	Esan	Africa	Esan in Nigeria	NA	NA
HG03119	female	Esan	Africa	Esan in Nigeria	NA	NA
HG03121	female	Esan	Africa	Esan in Nigeria	NA	NA
HG03126	female	Esan	Africa	Esan in Nigeria	NA	NA
HG02952	female	Esan	Africa	Esan in Nigeria	NA	NA
HG02964	female	Esan	Africa	Esan in Nigeria	NA	NA
HG02971	male	Esan	Africa	Esan in Nigeria	NA	NA
HG02976	female	Esan	Africa	Esan in Nigeria	NA	NA
HG03133	male	Esan	Africa	Esan in Nigeria	NA	NA
HG03157	male	Esan	Africa	Esan in Nigeria	NA	NA
HG03164	female	Esan	Africa	Esan in Nigeria	NA	NA
HG03099	female	Esan	Africa	Esan in Nigeria	NA	NA
HG03265	male	Esan	Africa	Esan in Nigeria	NA	NA
HG03518	male	Esan	Africa	Esan in Nigeria	NA	NA
HG03520	female	Esan	Africa	Esan in Nigeria	NA	NA
HG03366	female	Esan	Africa	Esan in Nigeria	NA	NA
HG03373	male	Esan	Africa	Esan in Nigeria	NA	NA
HG03169	male	Esan	Africa	Esan in Nigeria	NA	NA
HG03190	male	Esan	Africa	Esan in Nigeria	NA	NA
HG03195	female	Esan	Africa	Esan in Nigeria	NA	NA
HG03309	female	Esan	Africa	Esan in Nigeria	NA	NA
HG03311	male	Esan	Africa	Esan in Nigeria	NA	NA
HG03342	female	Esan	Africa	Esan in Nigeria	NA	NA
HG03354	female	Esan	Africa	Esan in Nigeria	NA	NA
HG03272	female	Esan	Africa	Esan in Nigeria	NA	NA
HG03291	female	Esan	Africa	Esan in Nigeria	NA	NA
HG03296	male	Esan	Africa	Esan in Nigeria	NA	NA
HG03304	male	Esan	Africa	Esan in Nigeria	NA	NA
Esk29	male	Eskimo Chaplin	Central Asia and Siberia	Eskimo Chaplin in Russia	LP6005443-DNA_D03	S_Eskimo_Chaplin-1
Nesk_25	female	Eskimo Naukan	Central Asia and Siberia	Eskimo Naukan in Russia	LP6005443-DNA_G03	S_Eskimo_Naukan-2
Nesk_22	female	Eskimo Naukan	Central Asia and Siberia	Eskimo Naukan in Russia	LP6005443-DNA_F03	S_Eskimo_Naukan-1
Sir26	male	Eskimo Sireniki	Central Asia and Siberia	Eskimo Sireniki in Russia	LP6005443-DNA_B03	S_Eskimo_Sireniki-1
Sir40	female	Eskimo Sireniki	Central Asia and Siberia	Eskimo Sireniki in Russia	LP6005443-DNA_H03	S_Eskimo_Sireniki-2
Est375	male	Estonian	Europe	Estonian in Estonia	LP6005442-DNA_H03	S_Estonian-1
Est400	male	Estonian	Europe	Estonian in Estonia	LP6005442-DNA_G03	S_Estonian-2
Nlk18	male	Even	Central Asia and Siberia	Even in Russia	LP6005443-DNA_C04	S_Even-2
Nlk1	female	Even	Central Asia and Siberia	Even in Russia	LP6005592-DNA_F03	S_Even-1
Nlk3	female	Even	Central Asia and Siberia	Even in Russia	LP6005443-DNA_B04	S_Even-3
HG00360	male	Finnish	Europe	Finnish in Finland	LP6005592-DNA_A02	S_Finnish-3
HG00174	female	Finnish	Europe	Finnish in Finland	LP6005442-DNA_D10	S_Finnish-1
HG00190	male	Finnish	Europe	Finnish in Finland	LP6005442-DNA_C10	S_Finnish-2
HG00271	male	Finnish	Europe	Finnish in Finland	NA	NA
HG00276	female	Finnish	Europe	Finnish in Finland	NA	NA
HG00288	female	Finnish	Europe	Finnish in Finland	NA	NA
HG00290	male	Finnish	Europe	Finnish in Finland	NA	NA
HG00308	male	Finnish	Europe	Finnish in Finland	NA	NA
HG00310	male	Finnish	Europe	Finnish in Finland	NA	NA
HG00315	female	Finnish	Europe	Finnish in Finland	NA	NA
HG00327	female	Finnish	Europe	Finnish in Finland	NA	NA
HG00334	female	Finnish	Europe	Finnish in Finland	NA	NA
HG00339	female	Finnish	Europe	Finnish in Finland	NA	NA
HG00341	male	Finnish	Europe	Finnish in Finland	NA	NA
HG00346	female	Finnish	Europe	Finnish in Finland	NA	NA
HG00353	female	Finnish	Europe	Finnish in Finland	NA	NA
HG00358	male	Finnish	Europe	Finnish in Finland	NA	NA
HG00360	male	Finnish	Europe	Finnish in Finland	LP6005592-DNA_A02	S_Finnish-3
